order_id,item_id,datetime_picked,picker_id,warehouse_id,bin_id
ORD000022,SKU00004,2025-09-25T21:02:31,PICKER024,W02,W02-A06-S001
ORD000023,SKU00007,2025-09-23T21:54:20,PICKER014,W02,W02-A03-S003
ORD000023,SKU00006,2025-09-23T21:54:43,PICKER014,W02,W02-A03-S022
ORD000023,SKU00023,2025-09-23T21:55:18,PICKER014,W02,W02-A10-S005
ORD000024,SKU00002,2025-09-09T22:34:15,PICKER018,W01,W01-A01-S013
ORD000025,SKU00086,2025-09-01T14:05:42,PICKER022,W01,W01-A12-S016
ORD000025,SKU00128,2025-09-01T14:06:03,PICKER022,W01,W01-A09-S023
ORD000026,SKU00001,2025-09-01T21:16:14,PICKER047,W02,W02-A03-S008
ORD000026,SKU00001,2025-09-01T21:16:22,PICKER047,W02,W02-A03-S008
ORD000027,SKU00002,2025-09-07T21:59:19,PICKER059,W01,W01-A01-S013
ORD000027,SKU00205,2025-09-07T21:59:47,PICKER059,W01,W01-A05-S025
ORD000028,SKU00025,2025-09-06T13:06:13,PICKER035,W02,W02-A01-S004
ORD000028,SKU00006,2025-09-06T13:06:44,PICKER035,W02,W02-A03-S022
ORD000028,SKU00001,2025-09-06T13:07:06,PICKER035,W02,W02-A03-S008
ORD000028,SKU00001,2025-09-06T13:07:11,PICKER035,W02,W02-A03-S008
ORD000028,SKU00012,2025-09-06T13:07:31,PICKER035,W02,W02-A01-S016
ORD000028,SKU00032,2025-09-06T13:07:58,PICKER035,W02,W02-A07-S023
ORD000028,SKU00003,2025-09-06T13:08:34,PICKER035,W02,W02-A06-S016
ORD000028,SKU00046,2025-09-06T13:09:01,PICKER035,W02,W02-A12-S008
ORD000028,SKU00008,2025-09-06T13:09:15,PICKER035,W02,W02-A12-S005
ORD000029,SKU00193,2025-09-28T20:17:31,PICKER041,W01,W01-A07-S020
ORD000030,SKU00109,2025-09-17T13:01:34,PICKER019,W01,W01-A01-S025
ORD000030,SKU00069,2025-09-17T13:02:05,PICKER019,W01,W01-A11-S024
ORD000031,SKU00002,2025-09-25T13:52:15,PICKER028,W01,W01-A01-S013
ORD000031,SKU00002,2025-09-25T13:52:26,PICKER028,W01,W01-A01-S013
ORD000031,SKU00050,2025-09-25T13:53:03,PICKER028,W01,W01-A04-S024
ORD000031,SKU00057,2025-09-25T13:53:29,PICKER028,W01,W01-A03-S002
ORD000031,SKU00009,2025-09-25T13:53:53,PICKER028,W01,W01-A02-S020
ORD000032,SKU00707,2025-09-30T21:57:29,PICKER013,W02,W02-A02-S023
ORD000032,SKU00001,2025-09-30T21:57:49,PICKER013,W02,W02-A03-S008
ORD000032,SKU00004,2025-09-30T21:58:12,PICKER013,W02,W02-A06-S001
ORD000033,SKU00026,2025-09-01T21:41:16,PICKER059,W01,W01-A04-S007
ORD000033,SKU00002,2025-09-01T21:41:44,PICKER059,W01,W01-A01-S013
ORD000033,SKU00002,2025-09-01T21:41:51,PICKER059,W01,W01-A01-S013
ORD000034,SKU00001,2025-09-01T21:51:21,PICKER028,W02,W02-A03-S008
ORD000034,SKU00008,2025-09-01T21:51:45,PICKER028,W02,W02-A12-S005
ORD000035,SKU00013,2025-09-04T13:33:38,PICKER016,W02,W02-A02-S023
ORD000035,SKU00004,2025-09-04T13:34:09,PICKER016,W02,W02-A06-S001
ORD000036,SKU00002,2025-09-21T14:19:20,PICKER039,W01,W01-A01-S013
ORD000036,SKU00228,2025-09-21T14:19:50,PICKER039,W01,W01-A09-S017
ORD000037,SKU00007,2025-09-25T21:25:10,PICKER039,W02,W02-A03-S003
ORD000038,SKU00001,2025-09-02T22:40:21,PICKER029,W02,W02-A03-S008
ORD000038,SKU00031,2025-09-02T22:40:39,PICKER029,W02,W02-A05-S011
ORD000039,SKU00001,2025-09-11T13:01:18,PICKER021,W02,W02-A03-S008
ORD000039,SKU00003,2025-09-11T13:01:40,PICKER021,W02,W02-A06-S016
ORD000040,SKU00338,2025-09-21T20:17:35,PICKER016,W02,W02-A08-S001
ORD000041,SKU00058,2025-09-04T22:04:33,PICKER004,W01,W01-A08-S020
ORD000041,SKU00146,2025-09-04T22:04:52,PICKER004,W01,W01-A07-S016
ORD000042,SKU00001,2025-09-29T12:52:26,PICKER029,W02,W02-A03-S008
ORD000042,SKU00014,2025-09-29T12:52:41,PICKER029,W02,W02-A05-S012
ORD000042,SKU00008,2025-09-29T12:53:15,PICKER029,W02,W02-A12-S005
ORD000042,SKU00008,2025-09-29T12:53:28,PICKER029,W02,W02-A12-S005
ORD000043,SKU00169,2025-09-21T13:13:33,PICKER059,W01,W01-A05-S009
ORD000043,SKU00015,2025-09-21T13:13:51,PICKER059,W01,W01-A05-S020
ORD000044,SKU00004,2025-09-28T14:19:14,PICKER023,W02,W02-A06-S001
ORD000045,SKU00012,2025-09-20T20:12:24,PICKER018,W02,W02-A01-S016
ORD000045,SKU00003,2025-09-20T20:12:43,PICKER018,W02,W02-A06-S016
ORD000045,SKU00003,2025-09-20T20:12:57,PICKER018,W02,W02-A06-S016
ORD000046,SKU00002,2025-09-23T22:15:26,PICKER023,W01,W01-A01-S013
ORD000047,SKU00329,2025-09-25T14:58:48,PICKER032,W02,W02-A03-S019
ORD000048,SKU00316,2025-09-29T14:02:17,PICKER004,W01,W01-A02-S011
ORD000049,SKU00001,2025-09-29T12:59:17,PICKER002,W02,W02-A03-S008
ORD000049,SKU00007,2025-09-29T12:59:34,PICKER002,W02,W02-A03-S003
ORD000049,SKU00008,2025-09-29T13:00:02,PICKER002,W02,W02-A12-S005
ORD000050,SKU00008,2025-09-09T20:38:28,PICKER004,W02,W02-A12-S005
ORD000050,SKU00001,2025-09-09T20:38:52,PICKER004,W02,W02-A03-S008
ORD000051,SKU00001,2025-09-28T21:46:22,PICKER033,W02,W02-A03-S008
ORD000051,SKU00151,2025-09-28T21:46:40,PICKER033,W02,W02-A07-S008
ORD000052,SKU00097,2025-09-04T21:30:27,PICKER008,W01,W01-A12-S001
ORD000053,SKU00004,2025-09-04T20:21:16,PICKER029,W02,W02-A06-S001
ORD000054,SKU00001,2025-09-26T22:49:19,PICKER014,W02,W02-A03-S008
ORD000054,SKU00003,2025-09-26T22:49:37,PICKER014,W02,W02-A06-S016
ORD000055,SKU00001,2025-09-05T20:07:21,PICKER032,W02,W02-A03-S008
ORD000055,SKU00019,2025-09-05T20:07:45,PICKER032,W02,W02-A05-S002
ORD000055,SKU00004,2025-09-05T20:08:03,PICKER032,W02,W02-A06-S001
ORD000056,SKU00005,2025-09-29T22:58:31,PICKER031,W01,W01-A05-S015
ORD000057,SKU00005,2025-09-15T22:53:10,PICKER053,W01,W01-A05-S015
ORD000057,SKU00005,2025-09-15T22:53:23,PICKER053,W01,W01-A05-S015
ORD000057,SKU00011,2025-09-15T22:53:49,PICKER053,W01,W01-A01-S017
ORD000058,SKU00001,2025-09-28T14:09:22,PICKER032,W02,W02-A03-S008
ORD000058,SKU00001,2025-09-28T14:09:31,PICKER032,W02,W02-A03-S008
ORD000058,SKU00001,2025-09-28T14:09:45,PICKER032,W02,W02-A03-S008
ORD000058,SKU00001,2025-09-28T14:09:52,PICKER032,W02,W02-A03-S008
ORD000059,SKU00538,2025-09-24T12:34:35,PICKER033,W01,W01-A07-S022
ORD000060,SKU00001,2025-09-29T20:22:30,PICKER012,W02,W02-A03-S008
ORD000060,SKU00117,2025-09-29T20:22:52,PICKER012,W02,W02-A10-S015
ORD000061,SKU00011,2025-09-14T22:06:18,PICKER059,W01,W01-A01-S017
ORD000061,SKU00011,2025-09-14T22:06:26,PICKER059,W01,W01-A01-S017
ORD000061,SKU00239,2025-09-14T22:06:48,PICKER059,W01,W01-A01-S008
ORD000061,SKU00084,2025-09-14T22:07:01,PICKER059,W01,W01-A02-S009
ORD000061,SKU00559,2025-09-14T22:07:37,PICKER059,W01,W01-A12-S025
ORD000062,SKU00073,2025-09-03T22:10:41,PICKER007,W02,W02-A08-S020
ORD000062,SKU00001,2025-09-03T22:11:07,PICKER007,W02,W02-A03-S008
ORD000063,SKU00587,2025-09-25T12:39:39,PICKER027,W01,W01-A12-S014
ORD000064,SKU00002,2025-09-29T13:41:33,PICKER040,W01,W01-A01-S013
ORD000065,SKU00011,2025-09-24T20:36:18,PICKER003,W01,W01-A01-S017
ORD000065,SKU00278,2025-09-24T20:36:38,PICKER003,W01,W01-A04-S021
ORD000066,SKU00003,2025-09-26T20:20:34,PICKER040,W02,W02-A06-S016
ORD000067,SKU00407,2025-09-26T21:08:33,PICKER006,W01,W01-A07-S019
ORD000068,SKU00005,2025-09-17T14:25:31,PICKER008,W01,W01-A05-S015
ORD000068,SKU00029,2025-09-17T14:25:40,PICKER008,W01,W01-A06-S018
ORD000069,SKU00366,2025-09-18T13:29:32,PICKER014,W01,W01-A12-S008
ORD000070,SKU00748,2025-09-16T20:17:54,PICKER002,W01,W01-A11-S024
ORD000071,SKU00022,2025-09-19T20:09:22,PICKER030,W01,W01-A05-S013
ORD000071,SKU00005,2025-09-19T20:09:37,PICKER030,W01,W01-A05-S015
ORD000071,SKU00002,2025-09-19T20:10:07,PICKER030,W01,W01-A01-S013
ORD000071,SKU00016,2025-09-19T20:10:41,PICKER030,W01,W01-A11-S009
ORD000072,SKU00024,2025-09-28T21:17:39,PICKER004,W02,W02-A06-S018
ORD000073,SKU00003,2025-09-26T21:18:31,PICKER012,W02,W02-A06-S016
ORD000073,SKU00021,2025-09-26T21:18:48,PICKER012,W02,W02-A09-S015
ORD000074,SKU00004,2025-09-19T14:26:18,PICKER040,W02,W02-A06-S001
ORD000075,SKU00006,2025-09-23T13:35:28,PICKER003,W02,W02-A03-S022
ORD000076,SKU00001,2025-09-04T22:14:16,PICKER013,W02,W02-A03-S008
ORD000076,SKU00001,2025-09-04T22:14:38,PICKER013,W02,W02-A03-S008
ORD000076,SKU00020,2025-09-04T22:15:02,PICKER013,W02,W02-A12-S005
ORD000077,SKU00001,2025-09-29T13:11:18,PICKER006,W02,W02-A03-S008
ORD000077,SKU00001,2025-09-29T13:11:34,PICKER006,W02,W02-A03-S008
ORD000078,SKU00002,2025-09-22T14:29:18,PICKER011,W01,W01-A01-S013
ORD000079,SKU00074,2025-09-18T22:14:31,PICKER043,W01,W01-A06-S014
ORD000080,SKU00001,2025-09-14T12:41:18,PICKER013,W02,W02-A03-S008
ORD000080,SKU00004,2025-09-14T12:41:40,PICKER013,W02,W02-A06-S001
ORD000081,SKU00057,2025-09-06T12:49:15,PICKER029,W01,W01-A03-S002
ORD000082,SKU00339,2025-09-14T21:53:30,PICKER001,W01,W01-A05-S005
ORD000082,SKU00063,2025-09-14T21:53:50,PICKER001,W01,W01-A08-S015
ORD000082,SKU00002,2025-09-14T21:54:28,PICKER001,W01,W01-A01-S013
ORD000083,SKU00005,2025-09-23T13:39:28,PICKER055,W01,W01-A05-S015
ORD000084,SKU00082,2025-09-04T12:12:26,PICKER060,W01,W01-A09-S006
ORD000084,SKU00002,2025-09-04T12:12:54,PICKER060,W01,W01-A01-S013
ORD000085,SKU00003,2025-09-04T21:12:33,PICKER051,W02,W02-A06-S016
ORD000086,SKU00012,2025-09-19T12:38:21,PICKER050,W02,W02-A01-S016
ORD000086,SKU00003,2025-09-19T12:38:45,PICKER050,W02,W02-A06-S016
ORD000087,SKU00005,2025-09-21T12:34:30,PICKER011,W01,W01-A05-S015
ORD000088,SKU00002,2025-09-25T21:15:17,PICKER014,W01,W01-A01-S013
ORD000089,SKU00002,2025-09-01T13:17:21,PICKER015,W01,W01-A01-S013
ORD000089,SKU00511,2025-09-01T13:17:36,PICKER015,W01,W01-A03-S013
ORD000090,SKU00004,2025-09-24T22:31:18,PICKER047,W02,W02-A06-S001
ORD000091,SKU00001,2025-09-05T13:06:18,PICKER013,W02,W02-A03-S008
ORD000091,SKU00096,2025-09-05T13:06:51,PICKER013,W02,W02-A12-S013
ORD000091,SKU00001,2025-09-05T13:07:21,PICKER013,W02,W02-A03-S008
ORD000091,SKU00014,2025-09-05T13:07:38,PICKER013,W02,W02-A05-S012
ORD000091,SKU00054,2025-09-05T13:08:08,PICKER013,W02,W02-A06-S024
ORD000091,SKU00004,2025-09-05T13:08:43,PICKER013,W02,W02-A06-S001
ORD000092,SKU00643,2025-09-21T20:15:19,PICKER045,W01,W01-A03-S003
ORD000092,SKU00314,2025-09-21T20:15:41,PICKER045,W01,W01-A03-S018
ORD000092,SKU00005,2025-09-21T20:15:58,PICKER045,W01,W01-A05-S015
ORD000092,SKU00005,2025-09-21T20:16:06,PICKER045,W01,W01-A05-S015
ORD000092,SKU00047,2025-09-21T20:16:31,PICKER045,W01,W01-A07-S001
ORD000092,SKU00002,2025-09-21T20:16:59,PICKER045,W01,W01-A01-S013
ORD000093,SKU00002,2025-09-09T21:12:17,PICKER037,W01,W01-A01-S013
ORD000093,SKU00398,2025-09-09T21:12:57,PICKER037,W01,W01-A05-S003
ORD000093,SKU00002,2025-09-09T21:13:19,PICKER037,W01,W01-A01-S013
ORD000094,SKU00002,2025-09-24T20:17:24,PICKER027,W01,W01-A01-S013
ORD000094,SKU00002,2025-09-24T20:17:37,PICKER027,W01,W01-A01-S013
ORD000094,SKU00171,2025-09-24T20:18:05,PICKER027,W01,W01-A05-S003
ORD000094,SKU00141,2025-09-24T20:18:32,PICKER027,W01,W01-A08-S017
ORD000094,SKU00144,2025-09-24T20:18:48,PICKER027,W01,W01-A11-S022
ORD000095,SKU00188,2025-09-02T22:27:19,PICKER038,W01,W01-A02-S012
ORD000095,SKU00010,2025-09-02T22:27:52,PICKER038,W01,W01-A09-S017
ORD000096,SKU00008,2025-09-04T13:30:27,PICKER026,W02,W02-A12-S005
ORD000097,SKU00002,2025-09-24T22:12:22,PICKER035,W01,W01-A01-S013
ORD000098,SKU00084,2025-09-16T21:21:16,PICKER016,W01,W01-A02-S009
ORD000099,SKU00022,2025-09-20T21:25:28,PICKER058,W01,W01-A05-S013
ORD000100,SKU00005,2025-09-03T12:17:26,PICKER014,W01,W01-A05-S015
ORD000101,SKU00004,2025-09-08T22:18:13,PICKER018,W02,W02-A06-S001
ORD000101,SKU00202,2025-09-08T22:18:43,PICKER018,W02,W02-A12-S018
ORD000102,SKU00001,2025-09-20T21:21:18,PICKER018,W02,W02-A03-S008
ORD000102,SKU00117,2025-09-20T21:21:47,PICKER018,W02,W02-A10-S015
ORD000103,SKU00001,2025-09-07T14:14:23,PICKER014,W02,W02-A03-S008
ORD000103,SKU00001,2025-09-07T14:14:33,PICKER014,W02,W02-A03-S008
ORD000103,SKU00001,2025-09-07T14:14:43,PICKER014,W02,W02-A03-S008
ORD000103,SKU00056,2025-09-07T14:15:03,PICKER014,W02,W02-A05-S020
ORD000103,SKU00003,2025-09-07T14:15:18,PICKER014,W02,W02-A06-S016
ORD000103,SKU00167,2025-09-07T14:15:40,PICKER014,W02,W02-A11-S021
ORD000103,SKU00008,2025-09-07T14:16:07,PICKER014,W02,W02-A12-S005
ORD000103,SKU00004,2025-09-07T14:16:27,PICKER014,W02,W02-A06-S001
ORD000104,SKU00007,2025-09-22T20:11:23,PICKER027,W02,W02-A03-S003
ORD000104,SKU00006,2025-09-22T20:11:49,PICKER027,W02,W02-A03-S022
ORD000104,SKU00053,2025-09-22T20:12:09,PICKER027,W02,W02-A05-S017
ORD000105,SKU00250,2025-09-25T12:59:35,PICKER039,W01,W01-A08-S020
ORD000105,SKU00562,2025-09-25T12:59:46,PICKER039,W01,W01-A08-S020
ORD000105,SKU00309,2025-09-25T13:00:12,PICKER039,W01,W01-A02-S013
ORD000106,SKU00001,2025-09-04T13:35:15,PICKER012,W02,W02-A03-S008
ORD000106,SKU00001,2025-09-04T13:35:24,PICKER012,W02,W02-A03-S008
ORD000106,SKU00001,2025-09-04T13:35:34,PICKER012,W02,W02-A03-S008
ORD000107,SKU00001,2025-09-23T12:44:25,PICKER050,W02,W02-A03-S008
ORD000107,SKU00007,2025-09-23T12:44:56,PICKER050,W02,W02-A03-S003
ORD000107,SKU00001,2025-09-23T12:45:09,PICKER050,W02,W02-A03-S008
ORD000107,SKU00003,2025-09-23T12:45:37,PICKER050,W02,W02-A06-S016
ORD000107,SKU00040,2025-09-23T12:46:03,PICKER050,W02,W02-A01-S023
ORD000107,SKU00006,2025-09-23T12:46:35,PICKER050,W02,W02-A03-S022
ORD000108,SKU00002,2025-09-10T21:57:18,PICKER013,W01,W01-A01-S013
ORD000108,SKU00033,2025-09-10T21:57:38,PICKER013,W01,W01-A03-S003
ORD000109,SKU00002,2025-09-11T21:39:17,PICKER055,W01,W01-A01-S013
ORD000110,SKU00001,2025-09-19T12:58:20,PICKER027,W02,W02-A03-S008
ORD000110,SKU00020,2025-09-19T12:58:49,PICKER027,W02,W02-A12-S005
ORD000111,SKU00006,2025-09-28T21:28:36,PICKER042,W02,W02-A03-S022
ORD000111,SKU00001,2025-09-28T21:28:57,PICKER042,W02,W02-A03-S008
ORD000111,SKU00019,2025-09-28T21:29:13,PICKER042,W02,W02-A05-S002
ORD000111,SKU00001,2025-09-28T21:29:34,PICKER042,W02,W02-A03-S008
ORD000111,SKU00007,2025-09-28T21:29:45,PICKER042,W02,W02-A03-S003
ORD000111,SKU00061,2025-09-28T21:30:23,PICKER042,W02,W02-A08-S012
ORD000111,SKU00331,2025-09-28T21:30:51,PICKER042,W02,W02-A03-S010
ORD000111,SKU00006,2025-09-28T21:31:10,PICKER042,W02,W02-A03-S022
ORD000111,SKU00117,2025-09-28T21:31:33,PICKER042,W02,W02-A10-S015
ORD000111,SKU00008,2025-09-28T21:32:03,PICKER042,W02,W02-A12-S005
ORD000112,SKU00001,2025-09-14T13:45:26,PICKER031,W02,W02-A03-S008
ORD000112,SKU00001,2025-09-14T13:45:31,PICKER031,W02,W02-A03-S008
ORD000113,SKU00048,2025-09-07T21:42:30,PICKER001,W01,W01-A08-S011
ORD000114,SKU00023,2025-09-09T14:16:32,PICKER057,W02,W02-A10-S005
ORD000115,SKU00143,2025-09-25T20:40:28,PICKER055,W02,W02-A12-S002
ORD000116,SKU00736,2025-09-08T21:01:44,PICKER021,W02,W02-A10-S023
ORD000117,SKU00351,2025-09-10T20:36:21,PICKER039,W02,W02-A03-S017
ORD000118,SKU00006,2025-09-25T20:14:30,PICKER041,W02,W02-A03-S022
ORD000118,SKU00003,2025-09-25T20:14:46,PICKER041,W02,W02-A06-S016
ORD000118,SKU00003,2025-09-25T20:15:02,PICKER041,W02,W02-A06-S016
ORD000119,SKU00001,2025-09-13T12:33:26,PICKER034,W02,W02-A03-S008
ORD000119,SKU00055,2025-09-13T12:33:45,PICKER034,W02,W02-A02-S016
ORD000119,SKU00003,2025-09-13T12:34:15,PICKER034,W02,W02-A06-S016
ORD000119,SKU00003,2025-09-13T12:34:37,PICKER034,W02,W02-A06-S016
ORD000120,SKU00001,2025-09-17T12:45:23,PICKER060,W02,W02-A03-S008
ORD000120,SKU00001,2025-09-17T12:45:37,PICKER060,W02,W02-A03-S008
ORD000120,SKU00003,2025-09-17T12:46:06,PICKER060,W02,W02-A06-S016
ORD000121,SKU00001,2025-09-01T22:32:22,PICKER040,W02,W02-A03-S008
ORD000122,SKU00006,2025-09-19T21:00:25,PICKER032,W02,W02-A03-S022
ORD000122,SKU00006,2025-09-19T21:00:32,PICKER032,W02,W02-A03-S022
ORD000122,SKU00001,2025-09-19T21:00:48,PICKER032,W02,W02-A03-S008
ORD000122,SKU00001,2025-09-19T21:00:57,PICKER032,W02,W02-A03-S008
ORD000122,SKU00001,2025-09-19T21:01:11,PICKER032,W02,W02-A03-S008
ORD000122,SKU00224,2025-09-19T21:01:43,PICKER032,W02,W02-A04-S023
ORD000123,SKU00002,2025-09-23T20:40:28,PICKER033,W01,W01-A01-S013
ORD000124,SKU00071,2025-09-14T21:33:22,PICKER020,W01,W01-A04-S009
ORD000124,SKU00018,2025-09-14T21:33:48,PICKER020,W01,W01-A12-S013
ORD000125,SKU00001,2025-09-19T21:43:15,PICKER038,W02,W02-A03-S008
ORD000126,SKU00337,2025-09-10T14:46:23,PICKER028,W01,W01-A05-S008
ORD000126,SKU00111,2025-09-10T14:46:34,PICKER028,W01,W01-A04-S004
ORD000126,SKU00322,2025-09-10T14:46:55,PICKER028,W01,W01-A12-S004
ORD000127,SKU00258,2025-09-30T20:41:44,PICKER043,W01,W01-A10-S025
ORD000128,SKU00001,2025-09-20T14:13:15,PICKER059,W02,W02-A03-S008
ORD000128,SKU00001,2025-09-20T14:13:27,PICKER059,W02,W02-A03-S008
ORD000128,SKU00014,2025-09-20T14:13:41,PICKER059,W02,W02-A05-S012
ORD000128,SKU00019,2025-09-20T14:13:57,PICKER059,W02,W02-A05-S002
ORD000128,SKU00019,2025-09-20T14:14:06,PICKER059,W02,W02-A05-S002
ORD000128,SKU00143,2025-09-20T14:14:24,PICKER059,W02,W02-A12-S002
ORD000129,SKU00004,2025-09-30T22:54:14,PICKER056,W02,W02-A06-S001
ORD000130,SKU00007,2025-09-26T21:01:13,PICKER011,W02,W02-A03-S003
ORD000130,SKU00001,2025-09-26T21:01:24,PICKER011,W02,W02-A03-S008
ORD000130,SKU00001,2025-09-26T21:01:33,PICKER011,W02,W02-A03-S008
ORD000130,SKU00019,2025-09-26T21:01:49,PICKER011,W02,W02-A05-S002
ORD000130,SKU00004,2025-09-26T21:02:00,PICKER011,W02,W02-A06-S001
ORD000130,SKU00030,2025-09-26T21:02:17,PICKER011,W02,W02-A04-S005
ORD000130,SKU00158,2025-09-26T21:02:55,PICKER011,W02,W02-A10-S024
ORD000130,SKU00326,2025-09-26T21:03:17,PICKER011,W02,W02-A12-S009
ORD000130,SKU00049,2025-09-26T21:03:34,PICKER011,W02,W02-A12-S021
ORD000131,SKU00025,2025-09-29T14:04:06,PICKER049,W02,W02-A01-S004
ORD000131,SKU00001,2025-09-29T14:04:17,PICKER049,W02,W02-A03-S008
ORD000132,SKU00010,2025-09-10T13:07:44,PICKER030,W01,W01-A09-S017
ORD000132,SKU00033,2025-09-10T13:08:14,PICKER030,W01,W01-A03-S003
ORD000132,SKU00002,2025-09-10T13:08:37,PICKER030,W01,W01-A01-S013
ORD000132,SKU00002,2025-09-10T13:08:48,PICKER030,W01,W01-A01-S013
ORD000132,SKU00005,2025-09-10T13:09:28,PICKER030,W01,W01-A05-S015
ORD000133,SKU00009,2025-09-12T22:12:26,PICKER020,W01,W01-A02-S020
ORD000133,SKU00005,2025-09-12T22:12:41,PICKER020,W01,W01-A05-S015
ORD000133,SKU00097,2025-09-12T22:13:10,PICKER020,W01,W01-A12-S001
ORD000133,SKU00016,2025-09-12T22:13:28,PICKER020,W01,W01-A11-S009
ORD000133,SKU00010,2025-09-12T22:13:45,PICKER020,W01,W01-A09-S017
